2010-01-01,Holiday
2010-01-02,Regular
2010-01-03,Regular
2010-01-04,Regular
2010-01-05,Regular
2010-01-06,Regular
2010-01-07,Regular
2010-01-08,Regular
2010-01-09,Regular
2010-01-10,Regular
2010-01-11,Regular
2010-01-12,Regular
2010-01-13,Regular
2010-01-14,Regular
2010-01-15,Regular
2010-01-16,Regular
2010-01-17,Regular
2010-01-18,Holiday
2010-01-19,Regular
2010-01-20,Regular
2010-01-21,Regular
2010-01-22,Regular
2010-01-23,Regular
2010-01-24,Regular
2010-01-25,Regular
2010-01-26,Regular
2010-01-27,Regular
2010-01-28,Regular
2010-01-29,Regular
2010-01-30,Regular
2010-01-31,Regular
2010-02-01,Regular
2010-02-02,Regular
2010-02-03,Regular
2010-02-04,Regular
2010-02-05,Regular
2010-02-06,Regular
2010-02-07,Regular
2010-02-08,Regular
2010-02-09,Regular
2010-02-10,Regular
2010-02-11,Regular
2010-02-12,Regular
2010-02-13,Regular
2010-02-14,Regular
2010-02-15,Holiday
2010-02-16,Regular
2010-02-17,Regular
2010-02-18,Regular
2010-02-19,Regular
2010-02-20,Regular
2010-02-21,Regular
2010-02-22,Regular
2010-02-23,Regular
2010-02-24,Regular
2010-02-25,Regular
2010-02-26,Regular
2010-02-27,Regular
2010-02-28,Regular
2010-03-01,Regular
2010-03-02,Regular
2010-03-03,Regular
2010-03-04,Regular
2010-03-05,Regular
2010-03-06,Regular
2010-03-07,Regular
2010-03-08,Regular
2010-03-09,Regular
2010-03-10,Regular
2010-03-11,Regular
2010-03-12,Regular
2010-03-13,Regular
2010-03-14,Regular
2010-03-15,Regular
2010-03-16,Regular
2010-03-17,Regular
2010-03-18,Regular
2010-03-19,Regular
2010-03-20,Regular
2010-03-21,Regular
2010-03-22,Regular
2010-03-23,Regular
2010-03-24,Regular
2010-03-25,Regular
2010-03-26,Holiday
2010-03-27,Regular
2010-03-28,Regular
2010-03-29,Regular
2010-03-30,Regular
2010-03-31,Regular
2010-04-01,Regular
2010-04-02,Regular
2010-04-03,Regular
2010-04-04,Regular
2010-04-05,Regular
2010-04-06,Regular
2010-04-07,Regular
2010-04-08,Regular
2010-04-09,Regular
2010-04-10,Regular
2010-04-11,Regular
2010-04-12,Regular
2010-04-13,Regular
2010-04-14,Regular
2010-04-15,Regular
2010-04-16,Regular
2010-04-17,Regular
2010-04-18,Regular
2010-04-19,Regular
2010-04-20,Regular
2010-04-21,Regular
2010-04-22,Regular
2010-04-23,Regular
2010-04-24,Regular
2010-04-25,Regular
2010-04-26,Regular
2010-04-27,Regular
2010-04-28,Regular
2010-04-29,Regular
2010-04-30,Break
2010-05-01,Regular
2010-05-02,Regular
2010-05-03,Regular
2010-05-04,Regular
2010-05-05,Regular
2010-05-06,Regular
2010-05-07,Regular
2010-05-08,Regular
2010-05-09,Regular
2010-05-10,Regular
2010-05-11,Regular
2010-05-12,Regular
2010-05-13,Regular
2010-05-14,Regular
2010-05-15,Regular
2010-05-16,Regular
2010-05-17,Regular
2010-05-18,Regular
2010-05-19,Regular
2010-05-20,Regular
2010-05-21,Regular
2010-05-22,Regular
2010-05-23,Regular
2010-05-24,Summer
2010-05-25,Regular
2010-05-26,Regular
2010-05-27,Regular
2010-05-28,Regular
2010-05-29,Regular
2010-05-30,Regular
2010-05-31,Holiday
2010-06-01,Summer
2010-06-02,Summer
2010-06-03,Summer
2010-06-04,Summer
2010-06-05,Summer
2010-06-06,Summer
2010-06-07,Summer
2010-06-08,Summer
2010-06-09,Summer
2010-06-10,Summer
2010-06-11,Summer
2010-06-12,Summer
2010-06-13,Summer
2010-06-14,Summer
2010-06-15,Summer
2010-06-16,Summer
2010-06-17,Summer
2010-06-18,Summer
2010-06-19,Summer
2010-06-20,Summer
2010-06-21,Summer
2010-06-22,Summer
2010-06-23,Summer
2010-06-24,Summer
2010-06-25,Summer
2010-06-26,Summer
2010-06-27,Summer
2010-06-28,Summer
2010-06-29,Summer
2010-06-30,Summer
2010-07-01,Summer
2010-07-02,Summer
2010-07-03,Summer
2010-07-04,Holiday
2010-07-05,Holiday
2010-07-06,Summer
2010-07-07,Summer
2010-07-08,Summer
2010-07-09,Summer
2010-07-10,Summer
2010-07-11,Summer
2010-07-12,Summer
2010-07-13,Summer
2010-07-14,Summer
2010-07-15,Summer
2010-07-16,Summer
2010-07-17,Summer
2010-07-18,Summer
2010-07-19,Summer
2010-07-20,Summer
2010-07-21,Summer
2010-07-22,Summer
2010-07-23,Summer
2010-07-24,Summer
2010-07-25,Summer
2010-07-26,Summer
2010-07-27,Summer
2010-07-28,Summer
2010-07-29,Summer
2010-07-30,Summer
2010-07-31,Summer
2010-08-01,Summer
2010-08-02,Summer
2010-08-03,Summer
2010-08-04,Summer
2010-08-05,Summer
2010-08-06,Summer
2010-08-07,Summer
2010-08-08,Summer
2010-08-09,Summer
2010-08-10,Summer
2010-08-11,Summer
2010-08-12,Summer
2010-08-13,Summer
2010-08-14,Summer
2010-08-15,Regular
2010-08-16,Summer
2010-08-17,Summer
2010-08-18,Summer
2010-08-19,Regular
2010-08-20,Summer
2010-08-21,Summer
2010-08-22,Summer
2010-08-23,Regular
2010-08-24,Regular
2010-08-25,Regular
2010-08-26,Regular
2010-08-27,Regular
2010-08-28,Summer
2010-08-29,Summer
2010-08-30,Summer
2010-08-31,Summer
2010-09-01,Regular
2010-09-02,Regular
2010-09-03,Regular
2010-09-04,Regular
2010-09-05,Regular
2010-09-06,Holiday
2010-09-07,Regular
2010-09-08,Regular
2010-09-09,Regular
2010-09-10,Regular
2010-09-11,Regular
2010-09-12,Regular
2010-09-13,Regular
2010-09-14,Regular
2010-09-15,Regular
2010-09-16,Regular
2010-09-17,Regular
2010-09-18,Regular
2010-09-19,Regular
2010-09-20,Regular
2010-09-21,Regular
2010-09-22,Regular
2010-09-23,Regular
2010-09-24,Regular
2010-09-25,Regular
2010-09-26,Regular
2010-09-27,Regular
2010-09-28,Regular
2010-09-29,Regular
2010-09-30,Regular
2010-10-01,Regular
2010-10-02,Regular
2010-10-03,Regular
2010-10-04,Regular
2010-10-05,Regular
2010-10-06,Regular
2010-10-07,Regular
2010-10-08,Regular
2010-10-09,Regular
2010-10-10,Regular
2010-10-11,Holiday
2010-10-12,Regular
2010-10-13,Regular
2010-10-14,Regular
2010-10-15,Regular
2010-10-16,Regular
2010-10-17,Regular
2010-10-18,Regular
2010-10-19,Regular
2010-10-20,Regular
2010-10-21,Regular
2010-10-22,Regular
2010-10-23,Regular
2010-10-24,Regular
2010-10-25,Regular
2010-10-26,Regular
2010-10-27,Regular
2010-10-28,Regular
2010-10-29,Regular
2010-10-30,Regular
2010-10-31,Regular
2010-11-01,Regular
2010-11-02,Regular
2010-11-03,Regular
2010-11-04,Regular
2010-11-05,Regular
2010-11-06,Regular
2010-11-07,Regular
2010-11-08,Regular
2010-11-09,Regular
2010-11-10,Regular
2010-11-11,Holiday
2010-11-12,Regular
2010-11-13,Regular
2010-11-14,Regular
2010-11-15,Regular
2010-11-16,Regular
2010-11-17,Regular
2010-11-18,Regular
2010-11-19,Regular
2010-11-20,Regular
2010-11-21,Regular
2010-11-22,Regular
2010-11-23,Regular
2010-11-24,Regular
2010-11-25,Holiday
2010-11-26,Regular
2010-11-27,Regular
2010-11-28,Regular
2010-11-29,Regular
2010-11-30,Regular
2010-12-01,Regular
2010-12-02,Regular
2010-12-03,Break
2010-12-04,Regular
2010-12-05,Regular
2010-12-06,Regular
2010-12-07,Regular
2010-12-08,Regular
2010-12-09,Regular
2010-12-10,Regular
2010-12-11,Regular
2010-12-12,Regular
2010-12-13,Regular
2010-12-14,Regular
2010-12-15,Regular
2010-12-16,Regular
2010-12-17,Regular
2010-12-18,Regular
2010-12-19,Regular
2010-12-20,Regular
2010-12-21,Regular
2010-12-22,Regular
2010-12-23,Break
2010-12-24,Holiday
2010-12-25,Holiday
2010-12-26,Break
2010-12-27,Break
2010-12-28,Break
2010-12-29,Break
2010-12-30,Break
2010-12-31,Holiday
