2012-01-01,Holiday
2012-01-02,Holiday
2012-01-03,Regular
2012-01-04,Regular
2012-01-05,Regular
2012-01-06,Regular
2012-01-07,Regular
2012-01-08,Regular
2012-01-09,Regular
2012-01-10,Regular
2012-01-11,Regular
2012-01-12,Regular
2012-01-13,Regular
2012-01-14,Regular
2012-01-15,Regular
2012-01-16,Regular
2012-01-17,Regular
2012-01-18,Regular
2012-01-19,Regular
2012-01-20,Regular
2012-01-21,Regular
2012-01-22,Regular
2012-01-23,Regular
2012-01-24,Regular
2012-01-25,Regular
2012-01-26,Regular
2012-01-27,Regular
2012-01-28,Regular
2012-01-29,Regular
2012-01-30,Regular
2012-01-31,Regular
2012-02-01,Regular
2012-02-02,Regular
2012-02-03,Regular
2012-02-04,Regular
2012-02-05,Regular
2012-02-06,Regular
2012-02-07,Regular
2012-02-08,Regular
2012-02-09,Regular
2012-02-10,Regular
2012-02-11,Regular
2012-02-12,Regular
2012-02-13,Regular
2012-02-14,Regular
2012-02-15,Regular
2012-02-16,Regular
2012-02-17,Regular
2012-02-18,Regular
2012-02-19,Regular
2012-02-20,Regular
2012-02-21,Regular
2012-02-22,Regular
2012-02-23,Regular
2012-02-24,Regular
2012-02-25,Regular
2012-02-26,Regular
2012-02-27,Regular
2012-02-28,Regular
2012-02-29,Regular
2012-03-01,Regular
2012-03-02,Regular
2012-03-03,Regular
2012-03-04,Regular
2012-03-05,Regular
2012-03-06,Regular
2012-03-07,Regular
2012-03-08,Regular
2012-03-09,Regular
2012-03-10,Regular
2012-03-11,Regular
2012-03-12,Regular
2012-03-13,Regular
2012-03-14,Regular
2012-03-15,Regular
2012-03-16,Regular
2012-03-17,Regular
2012-03-18,Regular
2012-03-19,Regular
2012-03-20,Regular
2012-03-21,Regular
2012-03-22,Regular
2012-03-23,Regular
2012-03-24,Regular
2012-03-25,Regular
2012-03-26,Regular
2012-03-27,Regular
2012-03-28,Regular
2012-03-29,Regular
2012-03-30,Regular
2012-03-31,Regular
2012-04-01,Regular
2012-04-02,Regular
2012-04-03,Regular
2012-04-04,Regular
2012-04-05,Regular
2012-04-06,Regular
2012-04-07,Regular
2012-04-08,Regular
2012-04-09,Regular
2012-04-10,Regular
2012-04-11,Regular
2012-04-12,Regular
2012-04-13,Regular
2012-04-14,Regular
2012-04-15,Regular
2012-04-16,Regular
2012-04-17,Regular
2012-04-18,Regular
2012-04-19,Regular
2012-04-20,Regular
2012-04-21,Regular
2012-04-22,Regular
2012-04-23,Regular
2012-04-24,Regular
2012-04-25,Regular
2012-04-26,Regular
2012-04-27,Regular
2012-04-28,Regular
2012-04-29,Regular
2012-04-30,Regular
2012-05-01,Regular
2012-05-02,Regular
2012-05-03,Regular
2012-05-04,Regular
2012-05-05,Regular
2012-05-06,Regular
2012-05-07,Regular
2012-05-08,Regular
2012-05-09,Regular
2012-05-10,Regular
2012-05-11,Regular
2012-05-12,Regular
2012-05-13,Regular
2012-05-14,Regular
2012-05-15,Regular
2012-05-16,Regular
2012-05-17,Regular
2012-05-18,Regular
2012-05-19,Regular
2012-05-20,Regular
2012-05-21,Regular
2012-05-22,Regular
2012-05-23,Regular
2012-05-24,Regular
2012-05-25,Regular
2012-05-26,Regular
2012-05-27,Regular
2012-05-28,Holiday
2012-05-29,Regular
2012-05-30,Regular
2012-05-31,Regular
2012-06-01,Regular
2012-06-02,Regular
2012-06-03,Regular
2012-06-04,Regular
2012-06-05,Regular
2012-06-06,Regular
2012-06-07,Regular
2012-06-08,Regular
2012-06-09,Regular
2012-06-10,Regular
2012-06-11,Regular
2012-06-12,Regular
2012-06-13,Regular
2012-06-14,Regular
2012-06-15,Regular
2012-06-16,Regular
2012-06-17,Regular
2012-06-18,Regular
2012-06-19,Regular
2012-06-20,Regular
2012-06-21,Regular
2012-06-22,Regular
2012-06-23,Regular
2012-06-24,Regular
2012-06-25,Regular
2012-06-26,Regular
2012-06-27,Regular
2012-06-28,Regular
2012-06-29,Regular
2012-06-30,Regular
2012-07-01,Regular
2012-07-02,Regular
2012-07-03,Regular
2012-07-04,Holiday
2012-07-05,Regular
2012-07-06,Regular
2012-07-07,Regular
2012-07-08,Regular
2012-07-09,Regular
2012-07-10,Regular
2012-07-11,Regular
2012-07-12,Regular
2012-07-13,Regular
2012-07-14,Regular
2012-07-15,Regular
2012-07-16,Regular
2012-07-17,Regular
2012-07-18,Regular
2012-07-19,Regular
2012-07-20,Regular
2012-07-21,Regular
2012-07-22,Regular
2012-07-23,Regular
2012-07-24,Regular
