2013-01-01,Holiday
2013-01-02,Holiday
2013-01-03,Regular
2013-01-04,Regular
2013-01-05,Regular
2013-01-06,Holiday
2013-01-07,Regular
2013-01-08,Regular
2013-01-09,Regular
2013-01-10,Regular
2013-01-11,Regular
2013-01-12,Regular
2013-01-13,Regular
2013-01-14,Regular
2013-01-15,Regular
2013-01-16,Regular
2013-01-17,Regular
2013-01-18,Regular
2013-01-19,Regular
2013-01-20,Regular
2013-01-21,Regular
2013-01-22,Regular
2013-01-23,Regular
2013-01-24,Regular
2013-01-25,Regular
2013-01-26,Regular
2013-01-27,Regular
2013-01-28,Regular
2013-01-29,Regular
2013-01-30,Regular
2013-01-31,Regular
2013-02-01,Regular
2013-02-02,Regular
2013-02-03,Regular
2013-02-04,Regular
2013-02-05,Regular
2013-02-06,Regular
2013-02-07,Regular
2013-02-08,Regular
2013-02-09,Regular
2013-02-10,Regular
2013-02-11,Regular
2013-02-12,Regular
2013-02-13,Regular
2013-02-14,Regular
2013-02-15,Regular
2013-02-16,Regular
2013-02-17,Regular
2013-02-18,Regular
2013-02-19,Regular
2013-02-20,Regular
2013-02-21,Regular
2013-02-22,Regular
2013-02-23,Regular
2013-02-24,Regular
2013-02-25,Regular
2013-02-26,Regular
2013-02-27,Regular
2013-02-28,Regular
2013-03-01,Holiday
2013-03-02,Regular
2013-03-03,Regular
2013-03-04,Regular
2013-03-05,Regular
2013-03-06,Regular
2013-03-07,Regular
2013-03-08,Regular
2013-03-09,Regular
2013-03-10,Regular
2013-03-11,Regular
2013-03-12,Regular
2013-03-13,Regular
2013-03-14,Regular
2013-03-15,Regular
2013-03-16,Regular
2013-03-17,Regular
2013-03-18,Regular
2013-03-19,Holiday
2013-03-20,Regular
2013-03-21,Regular
2013-03-22,Regular
2013-03-23,Regular
2013-03-24,Regular
2013-03-25,Regular
2013-03-26,Regular
2013-03-27,Regular
2013-03-28,Regular
2013-03-29,Break
2013-03-30,Break
2013-03-31,Break
2013-04-01,Break
2013-04-02,Break
2013-04-03,Break
2013-04-04,Break
2013-04-05,Break
2013-04-06,Break
2013-04-07,Break
2013-04-08,Regular
2013-04-09,Regular
2013-04-10,Regular
2013-04-11,Regular
2013-04-12,Regular
2013-04-13,Regular
2013-04-14,Regular
